id_cp_interaction	interacting_pair	partner_a	partner_b	gene_a	gene_b	secreted	receptor_a	receptor_b	annotation_strategy	is_integrin	rank	B_cell|B_cell	B_cell|CAF	B_cell|Endo	B_cell|Macro	B_cell|NK	B_cell|T_cell	B_cell|malignant_cell	CAF|B_cell	CAF|CAF	CAF|Endo	CAF|Macro	CAF|NK	CAF|T_cell	CAF|malignant_cell	Endo|B_cell	Endo|CAF	Endo|Endo	Endo|Macro	Endo|NK	Endo|T_cell	Endo|malignant_cell	Macro|B_cell	Macro|CAF	Macro|Endo	Macro|Macro	Macro|NK	Macro|T_cell	Macro|malignant_cell	NK|B_cell	NK|CAF	NK|Endo	NK|Macro	NK|NK	NK|T_cell	NK|malignant_cell	T_cell|B_cell	T_cell|CAF	T_cell|Endo	T_cell|Macro	T_cell|NK	T_cell|T_cell	T_cell|malignant_cell	malignant_cell|B_cell	malignant_cell|CAF	malignant_cell|Endo	malignant_cell|Macro	malignant_cell|NK	malignant_cell|T_cell	malignant_cell|malignant_cell
CPI-SS04B547174	OXT_OXTR	simple:P01178	simple:P30559	OXT	OXTR	True	False	True	I2D	False	1.653																																																	
CPI-SS0FCF733EA	AVP_AVPR2	simple:P01185	simple:P30518	AVP	AVPR2	True	False	True	I2D,InnateDB-All	False	1.653																																																	
CPI-SS02D4E44C7	AVP_AVPR1B	simple:P01185	simple:P47901	AVP	AVPR1B	True	False	True	I2D	False	1.653																																																	
CPI-SS074050495	GHRH_GHRHR	simple:P01286	simple:Q02643	GHRH	GHRHR	True	False	True	guidetopharmacology.org	False	1.653																																																	
CPI-SS032AD1183	NPPA_NPR1	simple:P01160	simple:P16066	NPPA	NPR1	True	False	True	guidetopharmacology.org	False	1.653																																																	
CPI-SS09199F78C	CCR1_CCL23	simple:P32246	simple:P55773	CCR1	CCL23	True	True	False	curated	False	1.653																																																	
CPI-SS053613259	NRG2_ERBB3	simple:O14511	simple:P21860	NRG2	ERBB3	True	False	True	curated	False	1.653																																																	
CPI-SS0FC42EC80	EREG_ERBB4	simple:O14944	simple:Q15303	EREG	ERBB4	True	False	True	curated	False	1.653																																																	
CPI-SS0F0D7F25C	BTC_ERBB4	simple:P35070	simple:Q15303	BTC	ERBB4	True	False	True	curated	False	1.653																																																	
CPI-SS0D5E30C6C	NRG3_ERBB4	simple:P56975	simple:Q15303	NRG3	ERBB4	True	False	True	curated	False	1.653																																																	
CPI-SS0BD5C2A23	NRG1_ERBB4	simple:Q02297	simple:Q15303	NRG1	ERBB4	True	True	True	curated	False	1.653																																																	
CPI-SS0E075E5AF	NRG1_NETO2	simple:Q02297	simple:Q8NC67	NRG1	NETO2	True	True	True	InnateDB-All	False	1.653																																																	
CPI-SS034D3988F	RSPO4_LGR4	simple:Q2I0M5	simple:Q9BXB1	RSPO4	LGR4	True	False	True	guidetopharmacology.org	False	1.653																																																	
CPI-SS0057AB387	RSPO1_LGR4	simple:Q2MKA7	simple:Q9BXB1	RSPO1	LGR4	True	False	True	guidetopharmacology.org	False	1.653																																																	
CPI-SS01E3453DB	RSPO2_LGR4	simple:Q6UXX9	simple:Q9BXB1	RSPO2	LGR4	True	False	True	guidetopharmacology.org	False	1.653																																																	
CPI-SS0609FCF76	RSPO4_LGR6	simple:Q2I0M5	simple:Q9HBX8	RSPO4	LGR6	True	False	True	guidetopharmacology.org	False	1.653																																																	
CPI-SS0E5397537	RSPO1_LGR6	simple:Q2MKA7	simple:Q9HBX8	RSPO1	LGR6	True	False	True	guidetopharmacology.org	False	1.653																																																	
CPI-SS019104E2E	RSPO2_LGR6	simple:Q6UXX9	simple:Q9HBX8	RSPO2	LGR6	True	False	True	guidetopharmacology.org	False	1.653																																																	
CPI-SS0E063192D	NRG2_ERBB4	simple:O14511	simple:Q15303	NRG2	ERBB4	True	False	True	curated	False	1.653																																																	
CPI-SS0EB5364D4	RSPO3_LGR6	simple:Q9BXY4	simple:Q9HBX8	RSPO3	LGR6	True	False	True	guidetopharmacology.org	False	1.653																																																	
CPI-SS0815A0EE0	CCR3_CCL26	simple:P51677	simple:Q9Y258	CCR3	CCL26	True	True	False	curated	False	1.653																																																	
CPI-SS05B92CCC4	CCR3_CCL28	simple:P51677	simple:Q9NRJ3	CCR3	CCL28	True	True	False	guidetopharmacology.org	False	1.653																																																	
CPI-SS008509DBD	CORT_SSTR4	simple:O00230	simple:P31391	CORT	SSTR4	True	False	True	guidetopharmacology.org	False	1.653																																																	
CPI-SS00E5D7E39	CORT_GHSR	simple:O00230	simple:Q92847	CORT	GHSR	True	False	True	I2D	False	1.653																																																	
CPI-SS08C88D297	CORT_MRGPRX2	simple:O00230	simple:Q96LB1	CORT	MRGPRX2	True	False	True	I2D	False	1.653																																																	
CPI-SS0522A6CFA	ADM_MRGPRX2	simple:P35318	simple:Q96LB1	ADM	MRGPRX2	True	False	True	guidetopharmacology.org	False	1.653																																																	
CPI-SS09CF5B145	AGRP_MC4R	simple:O00253	simple:P32245	AGRP	MC4R	True	False	True	guidetopharmacology.org	False	1.653																																																	
CPI-SS098F8DB82	POMC_MC4R	simple:P01189	simple:P32245	POMC	MC4R	True	False	True	guidetopharmacology.org	False	1.653																																																	
CPI-SS0CC136A8D	AGRP_MC5R	simple:O00253	simple:P33032	AGRP	MC5R	True	False	True	guidetopharmacology.org	False	1.653																																																	
CPI-SS0BE6DBE1A	POMC_MC5R	simple:P01189	simple:P33032	POMC	MC5R	True	False	True	guidetopharmacology.org	False	1.653																																																	
CPI-SS034C2FBA9	AGRP_MC3R	simple:O00253	simple:P41968	AGRP	MC3R	True	False	True	guidetopharmacology.org	False	1.653																																																	
CPI-SS0B1F94CD2	POMC_MC3R	simple:P01189	simple:P41968	POMC	MC3R	True	False	True	guidetopharmacology.org	False	1.653																																																	
CPI-SS033A27302	LEFTY2_TDGF1	simple:O00292	simple:P13385	LEFTY2	TDGF1	True	False	False	curated	False	1.653																																																	
CPI-SS0B2979A10	CCR10_CCL27	simple:P46092	simple:Q9Y4X3	CCR10	CCL27	True	True	False	curated	False	1.653																																																	
CPI-SS0E9F84F1F	LEFTY1_TDGF1	simple:O75610	simple:P13385	LEFTY1	TDGF1	True	False	False	curated	False	1.653																																																	
CPI-SS0DA291AD9	GPR75_CCL5	simple:O95800	simple:P13501	GPR75	CCL5	True	True	False	guidetopharmacology.org	False	1.653																																																	
CPI-SS0E7EDE823	CCR3_CCL8	simple:P51677	simple:P80075	CCR3	CCL8	True	True	False	curated	False	1.653																																																	
CPI-SS008EB600F	CCR2_CCL7	simple:P41597	simple:P80098	CCR2	CCL7	True	True	False	curated	False	1.653																																																	
CPI-SS08B91FD2A	CCR1_CCL7	simple:P32246	simple:P80098	CCR1	CCL7	True	True	False	curated	False	1.653																																																	
CPI-SS0CBA3DA0D	CCR3_CCL7	simple:P51677	simple:P80098	CCR3	CCL7	True	True	False	curated	False	1.653																																																	
CPI-SS0B186A32C	CCR5_CCL7	simple:P51681	simple:P80098	CCR5	CCL7	True	True	False	curated	False	1.653																																																	
CPI-SS0638E0E29	CCR10_CCL7	simple:P46092	simple:P80098	CCR10	CCL7	True	True	False	I2D	False	1.653																																																	
CPI-SS0FA7A69D9	CCR3_CCL14	simple:P51677	simple:Q16627	CCR3	CCL14	True	True	False	curated	False	1.653																																																	
CPI-SS0C98C08DA	CCR2_CCL13	simple:P41597	simple:Q99616	CCR2	CCL13	True	True	False	curated	False	1.653																																																	
CPI-SS0B887F7AC	CCR1_CCL13	simple:P32246	simple:Q99616	CCR1	CCL13	True	True	False	guidetopharmacology.org	False	1.653																																																	
CPI-SS0EDD062F7	CCR3_CCL13	simple:P51677	simple:Q99616	CCR3	CCL13	True	True	False	curated	False	1.653																																																	
CPI-SS0DF5E47DB	SCGB3A1_MARCO	simple:Q96QR1	simple:Q9UEW3	SCGB3A1	MARCO	True	False	True	I2D,InnateDB-All	False	1.653																																																	
CPI-SC00A0B0892	COL6A5_a10b1 complex	simple:A8TX70	complex:a10b1 complex	COL6A5		True	False	False	curated	True	1.653																																																	
CPI-SS0ED2573CA	TNFSF11_TNFRSF11A	simple:O14788	simple:Q9Y6Q6	TNFSF11	TNFRSF11A	True	True	True	curated	False	1.653																																																	
CPI-SS0FF55B42C	EPHB3_EFNB1	simple:P54753	simple:P98172	EPHB3	EFNB1	False	True	False	curated	False	1.653																																																	
CPI-SS08C411721	CEACAM8_CEACAM6	simple:P31997	simple:P40199	CEACAM8	CEACAM6	False	False	False	curated	False	1.653																																																	
CPI-SS001BF66E8	CEACAM6_CEACAM6	simple:P40199	simple:P40199	CEACAM6	CEACAM6	False	False	False	curated	False	1.653																																																	
CPI-SS0D449DE26	MLNR_GHRL	simple:O43193	simple:Q9UBU3	MLNR	GHRL	True	True	False	I2D,InnateDB-All	False	1.653																																																	
CPI-SS042EB8C7A	TBXA2R_GHRL	simple:P21731	simple:Q9UBU3	TBXA2R	GHRL	True	True	False	InnateDB-All	False	1.653																																																	
CPI-SS043E0F61D	PTGER3_GHRL	simple:P43115	simple:Q9UBU3	PTGER3	GHRL	True	True	False	InnateDB-All	False	1.653																																																	
CPI-SS05D406038	PTGIR_GHRL	simple:P43119	simple:Q9UBU3	PTGIR	GHRL	True	True	False	InnateDB-All	False	1.653																																																	
CPI-SS090987D9C	GHRHR_GHRL	simple:Q02643	simple:Q9UBU3	GHRHR	GHRL	True	True	False	I2D	False	1.653																																																	
CPI-SS07D40A3F3	GHSR_GHRL	simple:Q92847	simple:Q9UBU3	GHSR	GHRL	True	True	False	guidetopharmacology.org	False	1.653																																																	
CPI-SS085C150CE	ACE2_GHRL	simple:Q9BYF1	simple:Q9UBU3	ACE2	GHRL	True	True	False	I2D	False	1.653																																																	
CPI-SS0EB3C2743	GHSR_LEAP2	simple:Q92847	simple:Q969E1	GHSR	LEAP2	True	True	False	guidetopharmacology.org	False	1.653																																																	
CPI-SS0D9BC4188	GNRH2_GNRHR	simple:O43555	simple:P30968	GNRH2	GNRHR	True	False	True	guidetopharmacology.org	False	1.653																																																	
CPI-SS0322747C2	CEACAM5_CEACAM6	simple:P06731	simple:P40199	CEACAM5	CEACAM6	False	False	False	curated	False	1.653																																																	
CPI-SS0D9EFC4F7	GNRH1_GNRHR	simple:P01148	simple:P30968	GNRH1	GNRHR	True	False	True	I2D	False	1.653																																																	
CPI-SS084816B12	HCRT_HCRTR1	simple:O43612	simple:O43613	HCRT	HCRTR1	True	False	True	guidetopharmacology.org	False	1.653																																																	
CPI-SS02461AE98	HCRT_HCRTR2	simple:O43612	simple:O43614	HCRT	HCRTR2	True	False	True	guidetopharmacology.org	False	1.653																																																	
CPI-SS0C694CB44	VEGFA_GRIN2B	simple:P15692	simple:Q13224	VEGFA	GRIN2B	True	False	True	I2D	False	1.653																																																	
CPI-SC047CEF2DD	CRLF2_TSLPR	simple:Q9HC73	complex:TSLPR	CRLF2		True	True	True	curated	False	1.653																																																	
CPI-SS0A4EE6FE1	LRP5_FAM3B	simple:O75197	simple:P58499	LRP5	FAM3B	True	True	False	InnateDB-All	False	1.653																																																	
CPI-SS05E001125	LGR5_RSPO4	simple:O75473	simple:Q2I0M5	LGR5	RSPO4	True	True	False	guidetopharmacology.org	False	1.653																																																	
CPI-SS0F102AAC5	LGR5_RSPO1	simple:O75473	simple:Q2MKA7	LGR5	RSPO1	True	True	False	guidetopharmacology.org	False	1.653																																																	
CPI-SS0FC0CA5ED	LGR5_RSPO2	simple:O75473	simple:Q6UXX9	LGR5	RSPO2	True	True	False	guidetopharmacology.org	False	1.653																																																	
CPI-SS05162C56B	NTF3_NTRK3	simple:P20783	simple:Q16288	NTF3	NTRK3	True	False	True	curated	False	1.653																																																	
CPI-SS04FB6F38D	PROK1_PROKR1	simple:P58294	simple:Q8TCW9	PROK1	PROKR1	True	False	True	guidetopharmacology.org	False	1.653																																																	
CPI-SS0BE567EFB	GAL_GALR1	simple:P22466	simple:P47211	GAL	GALR1	True	False	True	guidetopharmacology.org	False	1.653																																																	
CPI-SS08A819670	CD70_GPRC5B	simple:P32970	simple:Q9NZH0	CD70	GPRC5B	True	False	True	InnateDB-All	False	1.653																																																	
CPI-SS04124F4E1	EPO_EFNB2	simple:P01588	simple:P52799	EPO	EFNB2	True	False	True	IMEx,IntAct	False	1.653																																																	
CPI-SS0A2D7895C	CEACAM1_CEACAM6	simple:P13688	simple:P40199	CEACAM1	CEACAM6	True	False	False	curated	False	1.653																																																	
CPI-SS0D529E576	GRIN2B_IL16	simple:Q13224	simple:Q14005	GRIN2B	IL16	True	True	False	I2D	False	1.653																																																	
CPI-SS08718E4FB	EPHB6_EFNB3	simple:O15197	simple:Q15768	EPHB6	EFNB3	True	True	True	curated	False	1.653																																																	
CPI-SS0DA366C78	EPHB2_EFNB3	simple:P29323	simple:Q15768	EPHB2	EFNB3	False	True	True	curated	False	1.653																																																	
CPI-SS0A5B945E3	EPHB3_EFNB3	simple:P54753	simple:Q15768	EPHB3	EFNB3	False	True	True	curated	False	1.653																																																	
CPI-SS0865716E5	EPHB4_EFNB3	simple:P54760	simple:Q15768	EPHB4	EFNB3	False	True	True	curated	False	1.653																																																	
CPI-SS0D41C7AF5	EPHB1_EFNB3	simple:P54762	simple:Q15768	EPHB1	EFNB3	False	True	True	curated	False	1.653																																																	
CPI-SS07CA5A6F1	EPHA4_EFNB3	simple:P54764	simple:Q15768	EPHA4	EFNB3	False	True	True	curated	False	1.653																																																	
CPI-SS087A17AD6	EPO_EPOR	simple:P01588	simple:P19235	EPO	EPOR	True	False	True	curated	False	1.653																																																	
CPI-SS0A0DE9CD6	EPO_EPHB4	simple:P01588	simple:P54760	EPO	EPHB4	True	False	True	IMEx,InnateDB-All,IntAct	False	1.653																																																	
CPI-SS03A2EFDD5	EPHA1_EFNA5	simple:P21709	simple:P52803	EPHA1	EFNA5	False	True	False	curated	False	1.653																																																	
CPI-SS012CCE326	EPHA8_EFNA5	simple:P29322	simple:P52803	EPHA8	EFNA5	False	True	False	curated	False	1.653																																																	
CPI-SS082ABF1EA	EFNB2_EPHB3	simple:P52799	simple:P54753	EFNB2	EPHB3	False	True	True	curated	False	1.653																																																	
CPI-SS04861AD1A	FGFR4_SCGB3A1	simple:P22455	simple:Q96QR1	FGFR4	SCGB3A1	True	True	False	IMEx,InnateDB-All,MINT	False	1.653																																																	
CPI-SS01A8F745A	EPHA1_EFNA3	simple:P21709	simple:P52797	EPHA1	EFNA3	False	True	False	curated	False	1.653																																																	
CPI-SS0AB0604B5	EPHA3_EFNA3	simple:P29320	simple:P52797	EPHA3	EFNA3	True	True	False	curated	False	1.653																																																	
CPI-SS0DF162C10	EPHA8_EFNA3	simple:P29322	simple:P52797	EPHA8	EFNA3	False	True	False	curated	False	1.653																																																	
CPI-SS05E6D620E	EPHA1_EFNA4	simple:P21709	simple:P52798	EPHA1	EFNA4	True	True	False	curated	False	1.653																																																	
CPI-SS02B285B4D	EPHA8_EFNA4	simple:P29322	simple:P52798	EPHA8	EFNA4	True	True	False	curated	False	1.653																																																	
CPI-SS04C396C5D	VGF_NTRK1	simple:O15240	simple:P04629	VGF	NTRK1	True	False	True	InnateDB-All	False	1.653																																																	
CPI-SS052127A00	NGF_NTRK1	simple:P01138	simple:P04629	NGF	NTRK1	True	False	True	curated	False	1.653																																																	
CPI-SS08B85996F	TTR_NGFR	simple:P02766	simple:P08138	TTR	NGFR	True	False	True	IMEx,InnateDB-All,MINT	False	1.653																																																	
CPI-SS00D3CD86E	TTR_DDR1	simple:P02766	simple:Q08345	TTR	DDR1	True	False	True	I2D,IMEx,InnateDB-All,IntAct	False	1.653																																																	
CPI-SS06006F870	TTR_AGER	simple:P02766	simple:Q15109	TTR	AGER	True	False	True	I2D,IMEx,InnateDB-All,MINT	False	1.653																																																	
CPI-SS0A915097A	GRIN2D_IL16	simple:O15399	simple:Q14005	GRIN2D	IL16	True	True	False	I2D	False	1.653																																																	
CPI-SS070B0E458	GRIN2A_IL16	simple:Q12879	simple:Q14005	GRIN2A	IL16	True	True	False	I2D	False	1.653																																																	
CPI-SS07BECB892	EPHA2_EFNA3	simple:P29317	simple:P52797	EPHA2	EFNA3	False	True	False	curated	False	1.653																																																	
CPI-SC001AFA16D	NRTN_RET receptor 2	simple:Q99748	complex:RET receptor 2	NRTN		True	False	True	curated	False	1.653																																																	
