gene_name	uniprot	is_complex	protein_name	complex_name	id_cp_interaction	B_cell	CAF	Endo	Macro	NK	T_cell	malignant_cell
ITGA10	O75578	True	ITA10_HUMAN	a10b1 complex	CPI-SC05565E8CE	0.015	0.082	0.141	0.019	0.0	0.015	0.337
ITGA10	O75578	True	ITA10_HUMAN	a10b1 complex	CPI-SC0517A327B	0.015	0.082	0.141	0.019	0.0	0.015	0.337
ITGA10	O75578	True	ITA10_HUMAN	a10b1 complex	CPI-SC067EE23E1	0.015	0.082	0.141	0.019	0.0	0.015	0.337
ITGA10	O75578	True	ITA10_HUMAN	a10b1 complex	CPI-SC09DFB2ACA	0.015	0.082	0.141	0.019	0.0	0.015	0.337
ITGA10	O75578	True	ITA10_HUMAN	a10b1 complex	CPI-SC090311934	0.015	0.082	0.141	0.019	0.0	0.015	0.337
ITGA10	O75578	True	ITA10_HUMAN	a10b1 complex	CPI-SC05D8C0EF5	0.015	0.082	0.141	0.019	0.0	0.015	0.337
ITGA10	O75578	True	ITA10_HUMAN	a10b1 complex	CPI-SC0725E3A76	0.015	0.082	0.141	0.019	0.0	0.015	0.337
ITGA10	O75578	True	ITA10_HUMAN	a10b1 complex	CPI-SC0C9CBDD21	0.015	0.082	0.141	0.019	0.0	0.015	0.337
ITGA10	O75578	True	ITA10_HUMAN	a10b1 complex	CPI-SC0BA1D5E00	0.015	0.082	0.141	0.019	0.0	0.015	0.337
ITGA10	O75578	True	ITA10_HUMAN	a10b1 complex	CPI-SC0147A8A42	0.015	0.082	0.141	0.019	0.0	0.015	0.337
ITGA10	O75578	True	ITA10_HUMAN	a10b1 complex	CPI-SC08938BB1C	0.015	0.082	0.141	0.019	0.0	0.015	0.337
ITGA10	O75578	True	ITA10_HUMAN	a10b1 complex	CPI-SC02131C05A	0.015	0.082	0.141	0.019	0.0	0.015	0.337
ITGA10	O75578	True	ITA10_HUMAN	a10b1 complex	CPI-SC0BF16A11C	0.015	0.082	0.141	0.019	0.0	0.015	0.337
ITGA10	O75578	True	ITA10_HUMAN	a10b1 complex	CPI-SC06B4C6DD5	0.015	0.082	0.141	0.019	0.0	0.015	0.337
ITGA11	Q9UKX5	True	ITA11_HUMAN	a11b1 complex	CPI-SC07E0348EF	0.006	0.596	0.021	0.001	0.005	0.004	0.014
ITGA11	Q9UKX5	True	ITA11_HUMAN	a11b1 complex	CPI-SC05CE52A12	0.006	0.596	0.021	0.001	0.005	0.004	0.014
ITGA11	Q9UKX5	True	ITA11_HUMAN	a11b1 complex	CPI-SC0F7E26271	0.006	0.596	0.021	0.001	0.005	0.004	0.014
ITGA11	Q9UKX5	True	ITA11_HUMAN	a11b1 complex	CPI-SC0CF621D48	0.006	0.596	0.021	0.001	0.005	0.004	0.014
ITGA11	Q9UKX5	True	ITA11_HUMAN	a11b1 complex	CPI-SC0A8902C85	0.006	0.596	0.021	0.001	0.005	0.004	0.014
ITGA11	Q9UKX5	True	ITA11_HUMAN	a11b1 complex	CPI-SC0A0532ADC	0.006	0.596	0.021	0.001	0.005	0.004	0.014
ITGA11	Q9UKX5	True	ITA11_HUMAN	a11b1 complex	CPI-SC0CFF5E19D	0.006	0.596	0.021	0.001	0.005	0.004	0.014
ITGA11	Q9UKX5	True	ITA11_HUMAN	a11b1 complex	CPI-SC0DF641DAA	0.006	0.596	0.021	0.001	0.005	0.004	0.014
ITGA11	Q9UKX5	True	ITA11_HUMAN	a11b1 complex	CPI-SC0681D30FE	0.006	0.596	0.021	0.001	0.005	0.004	0.014
ITGA11	Q9UKX5	True	ITA11_HUMAN	a11b1 complex	CPI-SC02017BE74	0.006	0.596	0.021	0.001	0.005	0.004	0.014
ITGA11	Q9UKX5	True	ITA11_HUMAN	a11b1 complex	CPI-SC0861656EC	0.006	0.596	0.021	0.001	0.005	0.004	0.014
ITGA11	Q9UKX5	True	ITA11_HUMAN	a11b1 complex	CPI-SC04085F9F9	0.006	0.596	0.021	0.001	0.005	0.004	0.014
ITGA11	Q9UKX5	True	ITA11_HUMAN	a11b1 complex	CPI-SC0A54B5323	0.006	0.596	0.021	0.001	0.005	0.004	0.014
ITGA11	Q9UKX5	True	ITA11_HUMAN	a11b1 complex	CPI-SC0ECFACED2	0.006	0.596	0.021	0.001	0.005	0.004	0.014
ITGA11	Q9UKX5	True	ITA11_HUMAN	a11b1 complex	CPI-SC0CA323AE3	0.006	0.596	0.021	0.001	0.005	0.004	0.014
ITGA11	Q9UKX5	True	ITA11_HUMAN	a11b1 complex	CPI-SC0CBC30AB7	0.006	0.596	0.021	0.001	0.005	0.004	0.014
ITGA11	Q9UKX5	True	ITA11_HUMAN	a11b1 complex	CPI-SC0092846B0	0.006	0.596	0.021	0.001	0.005	0.004	0.014
ITGA11	Q9UKX5	True	ITA11_HUMAN	a11b1 complex	CPI-SC08AF9CA91	0.006	0.596	0.021	0.001	0.005	0.004	0.014
ITGA11	Q9UKX5	True	ITA11_HUMAN	a11b1 complex	CPI-SC07E958BDE	0.006	0.596	0.021	0.001	0.005	0.004	0.014
ITGA11	Q9UKX5	True	ITA11_HUMAN	a11b1 complex	CPI-SC08CC68F11	0.006	0.596	0.021	0.001	0.005	0.004	0.014
ITGA11	Q9UKX5	True	ITA11_HUMAN	a11b1 complex	CPI-SC0CE433AB8	0.006	0.596	0.021	0.001	0.005	0.004	0.014
ITGA11	Q9UKX5	True	ITA11_HUMAN	a11b1 complex	CPI-SC03BFF1D95	0.006	0.596	0.021	0.001	0.005	0.004	0.014
ITGA11	Q9UKX5	True	ITA11_HUMAN	a11b1 complex	CPI-SC03ADD2063	0.006	0.596	0.021	0.001	0.005	0.004	0.014
ITGA11	Q9UKX5	True	ITA11_HUMAN	a11b1 complex	CPI-SC0082A7233	0.006	0.596	0.021	0.001	0.005	0.004	0.014
ITGA11	Q9UKX5	True	ITA11_HUMAN	a11b1 complex	CPI-SC0674C647E	0.006	0.596	0.021	0.001	0.005	0.004	0.014
ITGA11	Q9UKX5	True	ITA11_HUMAN	a11b1 complex	CPI-SC03D71E025	0.006	0.596	0.021	0.001	0.005	0.004	0.014
ITGA11	Q9UKX5	True	ITA11_HUMAN	a11b1 complex	CPI-SC0DF986F22	0.006	0.596	0.021	0.001	0.005	0.004	0.014
ITGA11	Q9UKX5	True	ITA11_HUMAN	a11b1 complex	CPI-SC060984F83	0.006	0.596	0.021	0.001	0.005	0.004	0.014
ITGA11	Q9UKX5	True	ITA11_HUMAN	a11b1 complex	CPI-SC0014D5A6E	0.006	0.596	0.021	0.001	0.005	0.004	0.014
ITGA11	Q9UKX5	True	ITA11_HUMAN	a11b1 complex	CPI-SC0B066E03C	0.006	0.596	0.021	0.001	0.005	0.004	0.014
ITGA11	Q9UKX5	True	ITA11_HUMAN	a11b1 complex	CPI-SC0B4BD965C	0.006	0.596	0.021	0.001	0.005	0.004	0.014
ITGA11	Q9UKX5	True	ITA11_HUMAN	a11b1 complex	CPI-SC0247E9ADB	0.006	0.596	0.021	0.001	0.005	0.004	0.014
ITGA11	Q9UKX5	True	ITA11_HUMAN	a11b1 complex	CPI-SC0035F0B0F	0.006	0.596	0.021	0.001	0.005	0.004	0.014
ITGA11	Q9UKX5	True	ITA11_HUMAN	a11b1 complex	CPI-SC06ACCFA52	0.006	0.596	0.021	0.001	0.005	0.004	0.014
ITGA11	Q9UKX5	True	ITA11_HUMAN	a11b1 complex	CPI-SC069F9E62C	0.006	0.596	0.021	0.001	0.005	0.004	0.014
ITGA11	Q9UKX5	True	ITA11_HUMAN	a11b1 complex	CPI-SC0D2BDC009	0.006	0.596	0.021	0.001	0.005	0.004	0.014
ITGA11	Q9UKX5	True	ITA11_HUMAN	a11b1 complex	CPI-SC05F111D21	0.006	0.596	0.021	0.001	0.005	0.004	0.014
ITGA11	Q9UKX5	True	ITA11_HUMAN	a11b1 complex	CPI-SC0BCD683D4	0.006	0.596	0.021	0.001	0.005	0.004	0.014
ITGA11	Q9UKX5	True	ITA11_HUMAN	a11b1 complex	CPI-SC041215790	0.006	0.596	0.021	0.001	0.005	0.004	0.014
ITGA11	Q9UKX5	True	ITA11_HUMAN	a11b1 complex	CPI-SC037C3901A	0.006	0.596	0.021	0.001	0.005	0.004	0.014
ITGA11	Q9UKX5	True	ITA11_HUMAN	a11b1 complex	CPI-SC05B2AA866	0.006	0.596	0.021	0.001	0.005	0.004	0.014
ITGA11	Q9UKX5	True	ITA11_HUMAN	a11b1 complex	CPI-SC051B1E9C4	0.006	0.596	0.021	0.001	0.005	0.004	0.014
ITGA11	Q9UKX5	True	ITA11_HUMAN	a11b1 complex	CPI-SC0247375A7	0.006	0.596	0.021	0.001	0.005	0.004	0.014
ITGA1	P56199	True	ITA1_HUMAN	a1b1 complex	CPI-SC0B808E56A	0.001	0.329	0.587	0.005	0.032	0.157	0.079
ITGA1	P56199	True	ITA1_HUMAN	a1b1 complex	CPI-SC089D4762F	0.001	0.329	0.587	0.005	0.032	0.157	0.079
ITGA1	P56199	True	ITA1_HUMAN	a1b1 complex	CPI-SC0F73E9099	0.001	0.329	0.587	0.005	0.032	0.157	0.079
ITGA1	P56199	True	ITA1_HUMAN	a1b1 complex	CPI-SC016235D3A	0.001	0.329	0.587	0.005	0.032	0.157	0.079
ITGA1	P56199	True	ITA1_HUMAN	a1b1 complex	CPI-SC0BC63F8C0	0.001	0.329	0.587	0.005	0.032	0.157	0.079
ITGA1	P56199	True	ITA1_HUMAN	a1b1 complex	CPI-SC0672FBD31	0.001	0.329	0.587	0.005	0.032	0.157	0.079
ITGA1	P56199	True	ITA1_HUMAN	a1b1 complex	CPI-SC0545E2502	0.001	0.329	0.587	0.005	0.032	0.157	0.079
ITGA1	P56199	True	ITA1_HUMAN	a1b1 complex	CPI-SC006E22794	0.001	0.329	0.587	0.005	0.032	0.157	0.079
ITGA1	P56199	True	ITA1_HUMAN	a1b1 complex	CPI-SC0458F68A5	0.001	0.329	0.587	0.005	0.032	0.157	0.079
ITGA1	P56199	True	ITA1_HUMAN	a1b1 complex	CPI-SC06E5E0C83	0.001	0.329	0.587	0.005	0.032	0.157	0.079
ITGA1	P56199	True	ITA1_HUMAN	a1b1 complex	CPI-SC09FDA4F45	0.001	0.329	0.587	0.005	0.032	0.157	0.079
ITGA1	P56199	True	ITA1_HUMAN	a1b1 complex	CPI-SC0F4BC2909	0.001	0.329	0.587	0.005	0.032	0.157	0.079
ITGA1	P56199	True	ITA1_HUMAN	a1b1 complex	CPI-SC02AE206BE	0.001	0.329	0.587	0.005	0.032	0.157	0.079
ITGA1	P56199	True	ITA1_HUMAN	a1b1 complex	CPI-SC0A8E69BC5	0.001	0.329	0.587	0.005	0.032	0.157	0.079
ITGA1	P56199	True	ITA1_HUMAN	a1b1 complex	CPI-SC05B6D413B	0.001	0.329	0.587	0.005	0.032	0.157	0.079
ITGA1	P56199	True	ITA1_HUMAN	a1b1 complex	CPI-SC05992FDC8	0.001	0.329	0.587	0.005	0.032	0.157	0.079
ITGA1	P56199	True	ITA1_HUMAN	a1b1 complex	CPI-SC069F95780	0.001	0.329	0.587	0.005	0.032	0.157	0.079
ITGA1	P56199	True	ITA1_HUMAN	a1b1 complex	CPI-SC0DAD29856	0.001	0.329	0.587	0.005	0.032	0.157	0.079
ITGA1	P56199	True	ITA1_HUMAN	a1b1 complex	CPI-SC02F06FF62	0.001	0.329	0.587	0.005	0.032	0.157	0.079
ITGA1	P56199	True	ITA1_HUMAN	a1b1 complex	CPI-SC0EC572716	0.001	0.329	0.587	0.005	0.032	0.157	0.079
ITGA1	P56199	True	ITA1_HUMAN	a1b1 complex	CPI-SC0F8D27FBC	0.001	0.329	0.587	0.005	0.032	0.157	0.079
ITGA1	P56199	True	ITA1_HUMAN	a1b1 complex	CPI-SC0EA3FC100	0.001	0.329	0.587	0.005	0.032	0.157	0.079
ITGA1	P56199	True	ITA1_HUMAN	a1b1 complex	CPI-SC091173D82	0.001	0.329	0.587	0.005	0.032	0.157	0.079
ITGA1	P56199	True	ITA1_HUMAN	a1b1 complex	CPI-SC07FB88720	0.001	0.329	0.587	0.005	0.032	0.157	0.079
ITGA1	P56199	True	ITA1_HUMAN	a1b1 complex	CPI-SC035953E6B	0.001	0.329	0.587	0.005	0.032	0.157	0.079
ITGA1	P56199	True	ITA1_HUMAN	a1b1 complex	CPI-SC01115AAD1	0.001	0.329	0.587	0.005	0.032	0.157	0.079
ITGA1	P56199	True	ITA1_HUMAN	a1b1 complex	CPI-SC0BD4C290F	0.001	0.329	0.587	0.005	0.032	0.157	0.079
ITGA1	P56199	True	ITA1_HUMAN	a1b1 complex	CPI-SC053BBE2B1	0.001	0.329	0.587	0.005	0.032	0.157	0.079
ITGA1	P56199	True	ITA1_HUMAN	a1b1 complex	CPI-SC0DA5EFA18	0.001	0.329	0.587	0.005	0.032	0.157	0.079
ITGA1	P56199	True	ITA1_HUMAN	a1b1 complex	CPI-SC0F778DC8E	0.001	0.329	0.587	0.005	0.032	0.157	0.079
ITGA1	P56199	True	ITA1_HUMAN	a1b1 complex	CPI-SC0F590482E	0.001	0.329	0.587	0.005	0.032	0.157	0.079
ITGA1	P56199	True	ITA1_HUMAN	a1b1 complex	CPI-SC0BA41B0D3	0.001	0.329	0.587	0.005	0.032	0.157	0.079
ITGA1	P56199	True	ITA1_HUMAN	a1b1 complex	CPI-SC090DB3159	0.001	0.329	0.587	0.005	0.032	0.157	0.079
ITGA1	P56199	True	ITA1_HUMAN	a1b1 complex	CPI-SC0FF018913	0.001	0.329	0.587	0.005	0.032	0.157	0.079
ITGA1	P56199	True	ITA1_HUMAN	a1b1 complex	CPI-SC08BF895FC	0.001	0.329	0.587	0.005	0.032	0.157	0.079
ITGA1	P56199	True	ITA1_HUMAN	a1b1 complex	CPI-SC0D7F33CFB	0.001	0.329	0.587	0.005	0.032	0.157	0.079
ITGA1	P56199	True	ITA1_HUMAN	a1b1 complex	CPI-SC040B3EFBC	0.001	0.329	0.587	0.005	0.032	0.157	0.079
ITGA1	P56199	True	ITA1_HUMAN	a1b1 complex	CPI-SC0EACF2D60	0.001	0.329	0.587	0.005	0.032	0.157	0.079
ITGA1	P56199	True	ITA1_HUMAN	a1b1 complex	CPI-SC09C06C70F	0.001	0.329	0.587	0.005	0.032	0.157	0.079
ITGA1	P56199	True	ITA1_HUMAN	a1b1 complex	CPI-SC004A436C5	0.001	0.329	0.587	0.005	0.032	0.157	0.079
ITGA1	P56199	True	ITA1_HUMAN	a1b1 complex	CPI-SC00BE2EEE3	0.001	0.329	0.587	0.005	0.032	0.157	0.079
ITGA1	P56199	True	ITA1_HUMAN	a1b1 complex	CPI-SC08AA91C84	0.001	0.329	0.587	0.005	0.032	0.157	0.079
ITGA1	P56199	True	ITA1_HUMAN	a1b1 complex	CPI-SC0EAF80261	0.001	0.329	0.587	0.005	0.032	0.157	0.079
ITGA2B	P08514	True	ITA2B_HUMAN	a2Bb3 complex	CPI-SC08B6B74FB	0.002	0.02	0.016	0.001	0.0	0.005	0.006
ITGA2B	P08514	True	ITA2B_HUMAN	a2Bb3 complex	CPI-SC0BAB29E69	0.002	0.02	0.016	0.001	0.0	0.005	0.006
ITGA2B	P08514	True	ITA2B_HUMAN	a2Bb3 complex	CPI-SC04FDBA606	0.002	0.02	0.016	0.001	0.0	0.005	0.006
ITGA2B	P08514	True	ITA2B_HUMAN	a2Bb3 complex	CPI-SC08067D831	0.002	0.02	0.016	0.001	0.0	0.005	0.006
ITGA2B	P08514	True	ITA2B_HUMAN	a2Bb3 complex	CPI-SC0200AC9E3	0.002	0.02	0.016	0.001	0.0	0.005	0.006
ITGA2B	P08514	True	ITA2B_HUMAN	a2Bb3 complex	CPI-SC0974B60B7	0.002	0.02	0.016	0.001	0.0	0.005	0.006
ITGB3	P05106	True	ITB3_HUMAN	a2Bb3 complex	CPI-SC08B6B74FB	0.013	0.28	0.284	0.018	0.0	0.007	0.545
ITGB3	P05106	True	ITB3_HUMAN	a2Bb3 complex	CPI-SC0BAB29E69	0.013	0.28	0.284	0.018	0.0	0.007	0.545
ITGB3	P05106	True	ITB3_HUMAN	a2Bb3 complex	CPI-SC04FDBA606	0.013	0.28	0.284	0.018	0.0	0.007	0.545
ITGB3	P05106	True	ITB3_HUMAN	a2Bb3 complex	CPI-SC08067D831	0.013	0.28	0.284	0.018	0.0	0.007	0.545
ITGB3	P05106	True	ITB3_HUMAN	a2Bb3 complex	CPI-SC0200AC9E3	0.013	0.28	0.284	0.018	0.0	0.007	0.545
ITGB3	P05106	True	ITB3_HUMAN	a2Bb3 complex	CPI-SC0974B60B7	0.013	0.28	0.284	0.018	0.0	0.007	0.545
ITGB3	P05106	True	ITB3_HUMAN	aVb3 complex	CPI-SC090855C8E	0.013	0.28	0.284	0.018	0.0	0.007	0.545
ITGB3	P05106	True	ITB3_HUMAN	aVb3 complex	CPI-SC0B9199C7F	0.013	0.28	0.284	0.018	0.0	0.007	0.545
ITGB3	P05106	True	ITB3_HUMAN	aVb3 complex	CPI-SC0EC380922	0.013	0.28	0.284	0.018	0.0	0.007	0.545
ITGB3	P05106	True	ITB3_HUMAN	aVb3 complex	CPI-SC0530C27A8	0.013	0.28	0.284	0.018	0.0	0.007	0.545
ITGB3	P05106	True	ITB3_HUMAN	aVb3 complex	CPI-SC0755598EE	0.013	0.28	0.284	0.018	0.0	0.007	0.545
ITGB3	P05106	True	ITB3_HUMAN	aVb3 complex	CPI-SC044E3F9B6	0.013	0.28	0.284	0.018	0.0	0.007	0.545
ITGB3	P05106	True	ITB3_HUMAN	aVb3 complex	CPI-SC0988E0218	0.013	0.28	0.284	0.018	0.0	0.007	0.545
ITGB3	P05106	True	ITB3_HUMAN	aVb3 complex	CPI-SC0E2D0DC4B	0.013	0.28	0.284	0.018	0.0	0.007	0.545
ITGB3	P05106	True	ITB3_HUMAN	aVb3 complex	CPI-SC00756BB93	0.013	0.28	0.284	0.018	0.0	0.007	0.545
ITGB3	P05106	True	ITB3_HUMAN	aVb3 complex	CPI-SC0E1037D03	0.013	0.28	0.284	0.018	0.0	0.007	0.545
ITGB3	P05106	True	ITB3_HUMAN	aVb3 complex	CPI-SC05A209BEC	0.013	0.28	0.284	0.018	0.0	0.007	0.545
ITGB3	P05106	True	ITB3_HUMAN	aVb3 complex	CPI-SC02E74AFA5	0.013	0.28	0.284	0.018	0.0	0.007	0.545
ITGB3	P05106	True	ITB3_HUMAN	aVb3 complex	CPI-SC0A58E6695	0.013	0.28	0.284	0.018	0.0	0.007	0.545
ITGB3	P05106	True	ITB3_HUMAN	aVb3 complex	CPI-SC06525B099	0.013	0.28	0.284	0.018	0.0	0.007	0.545
ITGB3	P05106	True	ITB3_HUMAN	aVb3 complex	CPI-SC095A2C115	0.013	0.28	0.284	0.018	0.0	0.007	0.545
ITGB3	P05106	True	ITB3_HUMAN	aVb3 complex	CPI-SC0EFCE145F	0.013	0.28	0.284	0.018	0.0	0.007	0.545
ITGA2	P17301	True	ITA2_HUMAN	a2b1 complex	CPI-SC05D87F723	0.163	0.177	0.407	0.071	0.144	0.206	0.205
ITGA2	P17301	True	ITA2_HUMAN	a2b1 complex	CPI-SC0606C6896	0.163	0.177	0.407	0.071	0.144	0.206	0.205
ITGA2	P17301	True	ITA2_HUMAN	a2b1 complex	CPI-SC01EA4FF6B	0.163	0.177	0.407	0.071	0.144	0.206	0.205
ITGA2	P17301	True	ITA2_HUMAN	a2b1 complex	CPI-SC036D78A43	0.163	0.177	0.407	0.071	0.144	0.206	0.205
ITGA2	P17301	True	ITA2_HUMAN	a2b1 complex	CPI-SC054484F7B	0.163	0.177	0.407	0.071	0.144	0.206	0.205
ITGA2	P17301	True	ITA2_HUMAN	a2b1 complex	CPI-SC02392F4AF	0.163	0.177	0.407	0.071	0.144	0.206	0.205
ITGA2	P17301	True	ITA2_HUMAN	a2b1 complex	CPI-SC01FFC9392	0.163	0.177	0.407	0.071	0.144	0.206	0.205
ITGA2	P17301	True	ITA2_HUMAN	a2b1 complex	CPI-SC0CA7B34A5	0.163	0.177	0.407	0.071	0.144	0.206	0.205
ITGA2	P17301	True	ITA2_HUMAN	a2b1 complex	CPI-SC05CCF815E	0.163	0.177	0.407	0.071	0.144	0.206	0.205
ITGA2	P17301	True	ITA2_HUMAN	a2b1 complex	CPI-SC07222A428	0.163	0.177	0.407	0.071	0.144	0.206	0.205
ITGA2	P17301	True	ITA2_HUMAN	a2b1 complex	CPI-SC0FBFA176B	0.163	0.177	0.407	0.071	0.144	0.206	0.205
ITGA2	P17301	True	ITA2_HUMAN	a2b1 complex	CPI-SC08D8A859F	0.163	0.177	0.407	0.071	0.144	0.206	0.205
ITGA2	P17301	True	ITA2_HUMAN	a2b1 complex	CPI-SC0814068D9	0.163	0.177	0.407	0.071	0.144	0.206	0.205
ITGA2	P17301	True	ITA2_HUMAN	a2b1 complex	CPI-SC0D870AE49	0.163	0.177	0.407	0.071	0.144	0.206	0.205
ITGA2	P17301	True	ITA2_HUMAN	a2b1 complex	CPI-SC0E4E54E13	0.163	0.177	0.407	0.071	0.144	0.206	0.205
ITGA2	P17301	True	ITA2_HUMAN	a2b1 complex	CPI-SC08F797F90	0.163	0.177	0.407	0.071	0.144	0.206	0.205
ITGA2	P17301	True	ITA2_HUMAN	a2b1 complex	CPI-SC035134F18	0.163	0.177	0.407	0.071	0.144	0.206	0.205
ITGA2	P17301	True	ITA2_HUMAN	a2b1 complex	CPI-SC04B354AE3	0.163	0.177	0.407	0.071	0.144	0.206	0.205
ITGA2	P17301	True	ITA2_HUMAN	a2b1 complex	CPI-SC0FC645961	0.163	0.177	0.407	0.071	0.144	0.206	0.205
ITGA2	P17301	True	ITA2_HUMAN	a2b1 complex	CPI-SC058845C44	0.163	0.177	0.407	0.071	0.144	0.206	0.205
ITGA2	P17301	True	ITA2_HUMAN	a2b1 complex	CPI-SC09C0B5D08	0.163	0.177	0.407	0.071	0.144	0.206	0.205
ITGA2	P17301	True	ITA2_HUMAN	a2b1 complex	CPI-SC039D075C6	0.163	0.177	0.407	0.071	0.144	0.206	0.205
ITGA2	P17301	True	ITA2_HUMAN	a2b1 complex	CPI-SC04B0064C4	0.163	0.177	0.407	0.071	0.144	0.206	0.205
ITGA2	P17301	True	ITA2_HUMAN	a2b1 complex	CPI-SC03DD752AB	0.163	0.177	0.407	0.071	0.144	0.206	0.205
ITGA2	P17301	True	ITA2_HUMAN	a2b1 complex	CPI-SC052A417CB	0.163	0.177	0.407	0.071	0.144	0.206	0.205
ITGA2	P17301	True	ITA2_HUMAN	a2b1 complex	CPI-SC08A98E7D4	0.163	0.177	0.407	0.071	0.144	0.206	0.205
ITGA2	P17301	True	ITA2_HUMAN	a2b1 complex	CPI-SC03C093767	0.163	0.177	0.407	0.071	0.144	0.206	0.205
ITGA2	P17301	True	ITA2_HUMAN	a2b1 complex	CPI-SC0E0C50FCA	0.163	0.177	0.407	0.071	0.144	0.206	0.205
ITGA2	P17301	True	ITA2_HUMAN	a2b1 complex	CPI-SC01E9FAC20	0.163	0.177	0.407	0.071	0.144	0.206	0.205
ITGA2	P17301	True	ITA2_HUMAN	a2b1 complex	CPI-SC061137A41	0.163	0.177	0.407	0.071	0.144	0.206	0.205
ITGA2	P17301	True	ITA2_HUMAN	a2b1 complex	CPI-SC01F1F24AA	0.163	0.177	0.407	0.071	0.144	0.206	0.205
ITGA2	P17301	True	ITA2_HUMAN	a2b1 complex	CPI-SC08226CD3B	0.163	0.177	0.407	0.071	0.144	0.206	0.205
ITGA2	P17301	True	ITA2_HUMAN	a2b1 complex	CPI-SC0ADD7BEF0	0.163	0.177	0.407	0.071	0.144	0.206	0.205
ITGA2	P17301	True	ITA2_HUMAN	a2b1 complex	CPI-SC0EB600CAC	0.163	0.177	0.407	0.071	0.144	0.206	0.205
ITGA2	P17301	True	ITA2_HUMAN	a2b1 complex	CPI-SC083EDDA21	0.163	0.177	0.407	0.071	0.144	0.206	0.205
ITGA2	P17301	True	ITA2_HUMAN	a2b1 complex	CPI-SC0CCF30377	0.163	0.177	0.407	0.071	0.144	0.206	0.205
ITGA2	P17301	True	ITA2_HUMAN	a2b1 complex	CPI-SC0CE6F5084	0.163	0.177	0.407	0.071	0.144	0.206	0.205
ITGA2	P17301	True	ITA2_HUMAN	a2b1 complex	CPI-SC09DE07794	0.163	0.177	0.407	0.071	0.144	0.206	0.205
ITGA2	P17301	True	ITA2_HUMAN	a2b1 complex	CPI-SC0AD6D8724	0.163	0.177	0.407	0.071	0.144	0.206	0.205
ITGA2	P17301	True	ITA2_HUMAN	a2b1 complex	CPI-SC040C26CBD	0.163	0.177	0.407	0.071	0.144	0.206	0.205
ITGA2	P17301	True	ITA2_HUMAN	a2b1 complex	CPI-SC0F300DE24	0.163	0.177	0.407	0.071	0.144	0.206	0.205
ITGA2	P17301	True	ITA2_HUMAN	a2b1 complex	CPI-SC00064A9CE	0.163	0.177	0.407	0.071	0.144	0.206	0.205
ITGA2	P17301	True	ITA2_HUMAN	a2b1 complex	CPI-SC06873D10F	0.163	0.177	0.407	0.071	0.144	0.206	0.205
ITGA2	P17301	True	ITA2_HUMAN	a2b1 complex	CPI-SC0E3784FFB	0.163	0.177	0.407	0.071	0.144	0.206	0.205
ITGA2	P17301	True	ITA2_HUMAN	a2b1 complex	CPI-SC0D9B795CC	0.163	0.177	0.407	0.071	0.144	0.206	0.205
ITGA3	P26006	True	ITA3_HUMAN	a3b1 complex	CPI-SC04F2478E9	0.024	0.071	0.317	0.015	0.0	0.022	0.58
ITGA3	P26006	True	ITA3_HUMAN	a3b1 complex	CPI-SC02BFEEC8A	0.024	0.071	0.317	0.015	0.0	0.022	0.58
ITGA3	P26006	True	ITA3_HUMAN	a3b1 complex	CPI-SC0ED0520DD	0.024	0.071	0.317	0.015	0.0	0.022	0.58
ITGA3	P26006	True	ITA3_HUMAN	a3b1 complex	CPI-SC09938698A	0.024	0.071	0.317	0.015	0.0	0.022	0.58
ITGA4	P13612	True	ITA4_HUMAN	a4b1 complex	CPI-SC06364D669	0.723	0.26	0.022	0.692	0.792	0.855	0.136
ITGA4	P13612	True	ITA4_HUMAN	a4b1 complex	CPI-SC07BE7830D	0.723	0.26	0.022	0.692	0.792	0.855	0.136
ITGA4	P13612	True	ITA4_HUMAN	a4b1 complex	CPI-SC0BC542ACC	0.723	0.26	0.022	0.692	0.792	0.855	0.136
ITGA4	P13612	True	ITA4_HUMAN	a4b1 complex	CPI-SC0E9C058EB	0.723	0.26	0.022	0.692	0.792	0.855	0.136
ITGA4	P13612	True	ITA4_HUMAN	a4b1 complex	CPI-SC01833C7FC	0.723	0.26	0.022	0.692	0.792	0.855	0.136
ITGA4	P13612	True	ITA4_HUMAN	a4b1 complex	CPI-SC0A9EB628A	0.723	0.26	0.022	0.692	0.792	0.855	0.136
ITGA4	P13612	True	ITA4_HUMAN	a4b1 complex	CPI-SC070D5A96F	0.723	0.26	0.022	0.692	0.792	0.855	0.136
ITGA4	P13612	True	ITA4_HUMAN	a4b7 complex	CPI-SC0B4D7E0FF	0.723	0.26	0.022	0.692	0.792	0.855	0.136
ITGA4	P13612	True	ITA4_HUMAN	a4b7 complex	CPI-SC08E97F7CA	0.723	0.26	0.022	0.692	0.792	0.855	0.136
ITGA4	P13612	True	ITA4_HUMAN	a4b7 complex	CPI-SC098B43B5A	0.723	0.26	0.022	0.692	0.792	0.855	0.136
ITGB7	P26010	True	ITB7_HUMAN	a4b7 complex	CPI-SC0B4D7E0FF	0.245	0.039	0.059	0.132	0.331	0.391	0.04
ITGB7	P26010	True	ITB7_HUMAN	a4b7 complex	CPI-SC08E97F7CA	0.245	0.039	0.059	0.132	0.331	0.391	0.04
ITGB7	P26010	True	ITB7_HUMAN	a4b7 complex	CPI-SC098B43B5A	0.245	0.039	0.059	0.132	0.331	0.391	0.04
